Sample Date,IRON DISSOLVED,OXYGEN DISSOLVED (FIELD METER),PH (FIELD),TEMPERATURE WATER,TURBIDITY,ZINC DISSOLVED,Day_of_Year,Day
6/17/2014,0.06,12.02360598,8.13661624,-16.45967471,32.02382116,1.003019453,168,17
6/18/2014,0.06,12.0148325,8.137535063,-16.52075346,32.15329205,0.999999949,169,18
6/19/2014,0.06,12.00608027,8.138451822,-16.58122756,32.28195019,0.996984279,170,19
6/20/2014,0.06,11.99734928,8.139366521,-16.64109832,32.40979695,0.993972451,171,20
6/21/2014,0.06,11.9886395,8.14027916,-16.70036703,32.53683371,0.990964474,172,21
6/22/2014,0.06,11.97995091,8.141189742,-16.75903498,32.66306186,0.987960356,173,22
6/23/2014,0.06,11.97128351,8.142098268,-16.81710349,32.78848278,0.984960103,174,23
6/24/2014,0.06,11.96263726,8.14300474,-16.87457384,32.91309786,0.981963725,175,24
6/25/2014,0.06,11.95401215,8.14390916,-16.93144734,33.03690848,0.978971229,176,25
6/26/2014,0.06,11.94540816,8.14481153,-16.98772527,33.15991601,0.975982623,177,26
6/27/2014,0.06,11.93682527,8.145711851,-17.04340895,33.28212186,0.972997914,178,27
6/28/2014,0.06,11.92826347,8.146610125,-17.09849967,33.40352739,0.970017111,179,28
6/29/2014,0.06,11.91972273,8.147506354,-17.15299873,33.52413399,0.967040222,180,29
6/30/2014,0.06,11.91120304,8.14840054,-17.20690743,33.64394304,0.964067255,181,30
7/1/2014,0.06,11.90270437,8.149292684,-17.26022705,33.76295593,0.961098217,182,1
7/2/2014,0.06,11.89422671,8.150182788,-17.31295892,33.88117404,0.958133116,183,2
7/3/2014,0.06,11.88577004,8.151070855,-17.36510431,33.99859875,0.95517196,184,3
7/4/2014,0.06,11.87733435,8.151956885,-17.41666453,34.11523146,0.952214758,185,4
7/5/2014,0.06,11.8689196,8.152840881,-17.46764088,34.23107353,0.949261516,186,5
7/6/2014,0.06,11.86052579,8.153722844,-17.51803466,34.34612635,0.946312244,187,6
7/7/2014,0.06,11.85215289,8.154602776,-17.56784716,34.46039131,0.943366948,188,7
7/8/2014,0.06,11.84380089,8.15548068,-17.61707968,34.57386979,0.940425637,189,8
7/9/2014,0.06,11.83546976,8.156356556,-17.66573353,34.68656317,0.937488319,190,9
7/10/2014,0.06,11.82715949,8.157230406,-17.71381,34.79847283,0.934555001,191,10
7/11/2014,0.06,11.81887006,8.158102233,-17.76131038,34.90960017,0.931625692,192,11
7/12/2014,0.06,11.81060145,8.158972038,-17.80823598,35.01994655,0.928700399,193,12
7/13/2014,0.06,11.80235365,8.159839822,-17.85458809,35.12951337,0.92577913,194,13
7/14/2014,0.06,11.79412662,8.160705589,-17.90036802,35.23830201,0.922861893,195,14
7/15/2014,0.06,11.78592037,8.161569338,-17.94557706,35.34631385,0.919948696,196,15
7/16/2014,0.06,11.77773485,8.162431073,-17.99021651,35.45355027,0.917039547,197,16
7/17/2014,0.06,11.76957007,8.163290795,-18.03428766,35.56001266,0.914134454,198,17
7/18/2014,0.06,11.76142599,8.164148505,-18.07779182,35.66570241,0.911233425,199,18
7/19/2014,0.06,11.7533026,8.165004206,-18.12073029,35.77062088,0.908336467,200,19
7/20/2014,0.06,11.74519988,8.165857899,-18.16310436,35.87476947,0.905443589,201,20
7/21/2014,0.06,11.73711781,8.166709586,-18.20491533,35.97814957,0.902554798,202,21
7/22/2014,0.06,11.72905637,8.167559269,-18.2461645,36.08076254,0.899670103,203,22
7/23/2014,0.06,11.72101555,8.168406949,-18.28685317,36.18260979,0.89678951,204,23
7/24/2014,0.06,11.71299533,8.169252629,-18.32698264,36.28369268,0.893913029,205,24
7/25/2014,0.06,11.70499568,8.17009631,-18.3665542,36.3840126,0.891040667,206,25
7/26/2014,0.06,11.69701659,8.170937994,-18.40556915,36.48357094,0.888172432,207,26
7/27/2014,0.06,11.68905804,8.171777683,-18.44402879,36.58236908,0.885308331,208,27
7/28/2014,0.06,11.68112,8.172615378,-18.48193443,36.6804084,0.882448373,209,28
7/29/2014,0.06,11.67320247,8.173451081,-18.51928735,36.77769029,0.879592566,210,29
7/30/2014,0.06,11.66530543,8.174284795,-18.55608886,36.87421612,0.876740917,211,30
7/31/2014,0.06,11.65742884,8.17511652,-18.59234025,36.96998729,0.873893435,212,31
8/1/2014,0.06,11.64957271,8.175946259,-18.62804282,37.06500517,0.871050127,213,1
8/2/2014,0.06,11.64173699,8.176774013,-18.66319788,37.15927115,0.868211001,214,2
8/3/2014,0.06,11.63392169,8.177599784,-18.69780671,37.25278661,0.865376065,215,3
8/4/2014,0.06,11.62612678,8.178423574,-18.73187063,37.34555293,0.862545327,216,4
8/5/2014,0.06,11.61835223,8.179245385,-18.76539092,37.43757151,0.859718795,217,5
8/6/2014,0.06,11.61059804,8.180065219,-18.79836888,37.52884371,0.856896477,218,6
8/7/2014,0.06,11.60286418,8.180883076,-18.83080582,37.61937092,0.85407838,219,7
8/8/2014,0.06,11.59515063,8.18169896,-18.86270303,37.70915454,0.851264513,220,8
8/9/2014,0.06,11.58745738,8.182512872,-18.89406181,37.79819593,0.848454884,221,9
8/10/2014,0.06,11.5797844,8.183324813,-18.92488345,37.88649648,0.8456495,222,10
8/11/2014,0.06,11.57213168,8.184134785,-18.95516927,37.97405759,0.842848369,223,11
8/12/2014,0.06,11.5644992,8.184942791,-18.98492054,38.06088062,0.840051499,224,12
8/13/2014,0.06,11.55688695,8.185748831,-19.01413858,38.14696696,0.837258899,225,13
8/14/2014,0.06,11.54929489,8.186552908,-19.04282469,38.232318,0.834470575,226,14
8/15/2014,0.06,11.54172301,8.187355024,-19.07098015,38.31693512,0.831686537,227,15
8/16/2014,0.06,11.5341713,8.18815518,-19.09860626,38.4008197,0.828906791,228,16
8/17/2014,0.06,11.52663973,8.188953378,-19.12570434,38.48397312,0.826131345,229,17
8/18/2014,0.06,11.51912829,8.18974962,-19.15227567,38.56639678,0.823360208,230,18
8/19/2014,0.06,11.51163696,8.190543907,-19.17832155,38.64809204,0.820593388,231,19
8/20/2014,0.06,11.50416572,8.191336242,-19.20384328,38.7290603,0.817830892,232,20
8/21/2014,0.06,11.49671454,8.192126626,-19.22884217,38.80930294,0.815072729,233,21
8/22/2014,0.06,11.48928342,8.19291506,-19.2533195,38.88882134,0.812318905,234,22
8/23/2014,0.06,11.48187233,8.193701548,-19.27727658,38.96761688,0.80956943,235,23
8/24/2014,0.06,11.47448125,8.19448609,-19.3007147,39.04569095,0.80682431,236,24
8/25/2014,0.06,11.46711017,8.195268688,-19.32363516,39.12304493,0.804083554,237,25
8/26/2014,0.06,11.45975906,8.196049344,-19.34603927,39.19968021,0.801347171,238,26
8/27/2014,0.06,11.45242792,8.19682806,-19.36792831,39.27559816,0.798615166,239,27
8/28/2014,0.06,11.44511671,8.197604838,-19.3893036,39.35080017,0.79588755,240,28
8/29/2014,0.06,11.43782542,8.198379679,-19.41016642,39.42528762,0.793164328,241,29
8/30/2014,0.06,11.43055403,8.199152585,-19.43051807,39.4990619,0.79044551,242,30
8/31/2014,0.06,11.42330252,8.199923558,-19.45035986,39.57212439,0.787731104,243,31
9/1/2014,0.06,11.41607088,8.200692599,-19.46969308,39.64447647,0.785021116,244,1
9/2/2014,0.06,11.40885908,8.201459712,-19.48851902,39.71611953,0.782315556,245,2
9/3/2014,0.06,11.4016671,8.202224896,-19.506839,39.78705494,0.77961443,246,3
9/4/2014,0.06,11.39449494,8.202988154,-19.5246543,39.8572841,0.776917748,247,4
9/5/2014,0.06,11.38734256,8.203749489,-19.54196623,39.92680838,0.774225516,248,5
9/6/2014,0.06,11.38020995,8.2045089,-19.55877607,39.99562917,0.771537742,249,6
9/7/2014,0.06,11.3730971,8.205266392,-19.57508514,40.06374785,0.768854436,250,7
9/8/2014,0.06,11.36600397,8.206021964,-19.59089473,40.13116581,0.766175603,251,8
9/9/2014,0.06,11.35893056,8.206775619,-19.60620614,40.19788442,0.763501253,252,9
9/10/2014,0.06,11.35187684,8.207527359,-19.62102067,40.26390508,0.760831393,253,10
9/11/2014,0.06,11.3448428,8.208277185,-19.6353396,40.32922916,0.758166032,254,11
9/12/2014,0.06,11.33782842,8.2090251,-19.64916426,40.39385804,0.755505176,255,12
9/13/2014,0.06,11.33083368,8.209771105,-19.66249592,40.45779312,0.752848835,256,13
9/14/2014,0.06,11.32385855,8.210515201,-19.67533589,40.52103577,0.750197015,257,14
9/15/2014,0.06,11.31690302,8.211257391,-19.68768547,40.58358738,0.747549725,258,15
9/16/2014,0.06,11.30996708,8.211997677,-19.69954595,40.64544932,0.744906972,259,16
9/17/2014,0.06,11.3030507,8.212736059,-19.71091864,40.70662299,0.742268765,260,17
9/18/2014,0.06,11.29615387,8.21347254,-19.72180484,40.76710977,0.739635111,261,18
9/19/2014,0.06,11.28927656,8.214207123,-19.73220583,40.82691103,0.737006019,262,19
9/20/2014,0.06,11.28241876,8.214939807,-19.74212293,40.88602817,0.734381496,263,20
9/21/2014,0.06,11.27558044,8.215670596,-19.75155742,40.94446256,0.73176155,264,21
9/22/2014,0.06,11.2687616,8.216399491,-19.7605106,41.00221559,0.729146189,265,22
9/23/2014,0.06,11.2619622,8.217126493,-19.76898379,41.05928864,0.726535421,266,23
9/24/2014,0.06,11.25518224,8.217851606,-19.77697826,41.1156831,0.723929254,267,24
9/25/2014,0.06,11.24842169,8.218574829,-19.78449533,41.17140035,0.721327696,268,25
9/26/2014,0.06,11.24168054,8.219296166,-19.79153628,41.22644176,0.718730754,269,26
9/27/2014,0.06,11.23495876,8.220015617,-19.79810243,41.28080874,0.716138437,270,27
9/28/2014,0.06,11.22825633,8.220733186,-19.80419506,41.33450264,0.713550752,271,28
9/29/2014,0.06,11.22157325,8.221448872,-19.80981547,41.38752487,0.710967707,272,29
9/30/2014,0.06,11.21490949,8.222162679,-19.81496497,41.43987681,0.708389311,273,30
10/1/2014,0.06,11.20826502,8.222874608,-19.81964485,41.49155983,0.70581557,274,1
10/2/2014,0.06,11.20163984,8.223584661,-19.8238564,41.54257532,0.703246494,275,2
10/3/2014,0.06,11.19503392,8.22429284,-19.82760094,41.59292466,0.700682089,276,3
10/4/2014,0.06,11.18844724,8.224999145,-19.83087975,41.64260924,0.698122365,277,4
10/5/2014,0.06,11.18187979,8.22570358,-19.83369414,41.69163044,0.695567328,278,5
10/6/2014,0.06,11.17533155,8.226406146,-19.83604539,41.73998965,0.693016987,279,6
10/7/2014,0.06,11.16880249,8.227106845,-19.83793482,41.78768824,0.690471349,280,7
10/8/2014,0.06,11.16229261,8.227805677,-19.83936372,41.83472759,0.687930422,281,8
10/9/2014,0.06,11.15580187,8.228502647,-19.84033339,41.8811091,0.685394215,282,9
10/10/2014,0.06,11.14933027,8.229197754,-19.84084512,41.92683415,0.682862735,283,10
10/11/2014,0.06,11.14287778,8.229891001,-19.84090022,41.97190411,0.68033599,284,11
10/12/2014,0.06,11.13644438,8.230582389,-19.84049998,42.01632038,0.677813988,285,12
10/13/2014,0.06,11.13003006,8.231271921,-19.8396457,42.06008433,0.675296737,286,13
10/14/2014,0.06,11.12363479,8.231959598,-19.83833868,42.10319735,0.672784245,287,14
10/15/2014,0.06,11.11725857,8.232645422,-19.83658022,42.14566082,0.67027652,288,15
10/16/2014,0.06,11.11090136,8.233329395,-19.83437162,42.18747612,0.667773569,289,16
10/17/2014,0.06,11.10456315,8.234011518,-19.83171417,42.22864464,0.6652754,290,17
10/18/2014,0.06,11.09824392,8.234691793,-19.82860917,42.26916777,0.662782022,291,18
10/19/2014,0.06,11.09194366,8.235370222,-19.82505792,42.30904687,0.660293442,292,19
10/20/2014,0.06,11.08566234,8.236046807,-19.82106172,42.34828335,0.657809669,293,20
10/21/2014,0.06,11.07939995,8.23672155,-19.81662187,42.38687857,0.655330709,294,21
10/22/2014,0.06,11.07315646,8.237394452,-19.81173967,42.42483393,0.652856572,295,22
10/23/2014,0.06,11.06693186,8.238065515,-19.80641641,42.4621508,0.650387264,296,23
10/24/2014,0.06,11.06072613,8.238734741,-19.8006534,42.49883057,0.647922794,297,24
10/25/2014,0.06,11.05453925,8.239402132,-19.79445192,42.53487462,0.64546317,298,25
10/26/2014,0.06,11.0483712,8.240067689,-19.78781328,42.57028435,0.643008399,299,26
10/27/2014,0.06,11.04222196,8.240731415,-19.78073879,42.60506112,0.64055849,300,27
10/28/2014,0.06,11.03609152,8.24139331,-19.77322972,42.63920632,0.63811345,301,28
10/29/2014,0.06,11.02997985,8.242053377,-19.7652874,42.67272133,0.635673287,302,29
10/30/2014,0.06,11.02388694,8.242711618,-19.7569131,42.70560755,0.63323801,303,30
10/31/2014,0.06,11.01781276,8.243368034,-19.74810814,42.73786635,0.630807626,304,31
11/1/2014,0.06,11.01175731,8.244022628,-19.7388738,42.76949911,0.628382142,305,1
11/2/2014,0.06,11.00572055,8.2446754,-19.7292114,42.80050722,0.625961568,306,2
11/3/2014,0.06,10.99970248,8.245326353,-19.71912222,42.83089206,0.62354591,307,3
11/4/2014,0.06,10.99370307,8.245975488,-19.70860756,42.86065501,0.621135177,308,4
11/5/2014,0.06,10.9877223,8.246622808,-19.69766873,42.88979747,0.618729376,309,5
11/6/2014,0.06,10.98176015,8.247268313,-19.68630702,42.9183208,0.616328516,310,6
11/7/2014,0.06,10.97581662,8.247912006,-19.67452372,42.9462264,0.613932604,311,7
11/8/2014,0.06,10.96989167,8.248553889,-19.66232015,42.97351564,0.611541649,312,8
11/9/2014,0.06,10.96398529,8.249193964,-19.64969759,43.00018991,0.609155657,313,9
11/10/2014,0.06,10.95809746,8.249832231,-19.63665734,43.0262506,0.606774638,314,10
11/11/2014,0.06,10.95222816,8.250468693,-19.62320071,43.05169908,0.604398599,315,11
11/12/2014,0.06,10.94637737,8.251103352,-19.60932899,43.07653674,0.602027547,316,12
11/13/2014,0.06,10.94054508,8.25173621,-19.59504348,43.10076497,0.599661491,317,13
11/14/2014,0.06,10.93473126,8.252367267,-19.58034548,43.12438514,0.597300439,318,14
11/15/2014,0.06,10.9289359,8.252996527,-19.56523628,43.14739864,0.594944398,319,15
